"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_CAF3DC4D-C6FF-45E3-AE49-49C405D7C326;88. Das singende springende Löweneckerchen;13850;mein liebstes Kind;zu weinen und sagte „***mein liebstes Kind***, den kleinen Vogel habe;2720;2738;C_1C3508DA-BDEB-41A3-AE33-6152EA838876;88. Das singende springende Löweneckerchen Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_EB740508-FB9D-4127-95A0-2F42CF1DB050;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_69DC645E-4300-4853-A821-5265FF1F183C;56. Der Liebste Roland;9134;einen;Blutstropfen auf die Erde, ***einen*** vors Bett, einen in;2136;2141;C_060C1007-D46C-435F-85A9-6B28095A6C5F;56. Der Liebste Roland Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_4C48EC3F-1D4C-41AB-B61C-D3BDF03D7044;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_69DC645E-4300-4853-A821-5265FF1F183C;56. Der Liebste Roland;9134;einen;, einen vors Bett, ***einen*** in die Küche, und;2153;2158;C_060C1007-D46C-435F-85A9-6B28095A6C5F;56. Der Liebste Roland Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_31A8D73D-4C7D-49F8-80AB-0AB9CE582DD7;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_69DC645E-4300-4853-A821-5265FF1F183C;56. Der Liebste Roland;9134;einen;in die Küche, und ***einen*** auf die Treppe. Darauf;2177;2182;C_060C1007-D46C-435F-85A9-6B28095A6C5F;56. Der Liebste Roland Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_2A253CC0-A9C4-4B6E-82A5-3339855B823D;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_23EC996D-01CB-487B-8DC0-ACB75617CCC6;11. Brüderchen und Schwesterchen;14462;sein Rehlein;als es sah daß nicht ***sein Rehlein*** sondern ein Mann herein kam;7798;7810;C_386F94A2-5AEE-4B7A-8C94-3A5E4C6528B6;11. Brüderchen und Schwesterchen Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_62A7CA7C-E36D-46B4-BCB0-0CEC94F6E0D3;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_90028888-47FC-49F8-9A53-C6E9DEE3C89F;49. Die sechs Schwäne;11991;Die Schwäne;regte sich in Freude. ***Die Schwäne*** rauschten zu ihr her und;9920;9931;C_EDDCB354-DA82-488F-AA2B-7131D091F5FA;49. Die sechs Schwäne Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_434C336D-8295-4195-84F3-BE83CC314507;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_52650D17-C2C0-410F-8832-1BCF256CAE3B;5. Der Wolf und die sieben jungen Geislein (1857);5846;das Geislein;sein?“ Da mußte ***das Geislein*** nach Haus laufen und Scheere;4127;4139;C_904FC3BB-EB78-405E-BE83-47F796E91CE1;5. Der Wolf und die sieben jungen Geislein (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_E3A21D06-30F1-46CB-B7EB-39BA8DA35904;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_111C98F7-2F11-4123-80F6-E614B81BF526;30. Läuschen und Flöhchen;3742;das Läuschen hinein;einer Eierschale. Da fiel ***das Läuschen hinein*** und verbrannte sich. Darüber;357;376;C_E415A711-B3D8-41D3-B1A5-EBBECE668917;30. Läuschen und Flöhchen Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_16B59EDB-3AFE-4A5A-86AF-1826CA649113;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_23EC996D-01CB-487B-8DC0-ACB75617CCC6;11. Brüderchen und Schwesterchen;14462;den wilden Jägern;"ja Abends wieder, vor ***den wilden Jägern*** schließ ich mein Thürlein;";4696;4713;C_386F94A2-5AEE-4B7A-8C94-3A5E4C6528B6;11. Brüderchen und Schwesterchen Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_CD866E3F-18CF-4E22-8DB2-D09D72A1B3B2;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;ein gräulicher Mann;gefahren, und saß da ***ein gräulicher Mann*** auf seinem Platz. „;14069;14088;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_39177F9C-4659-473C-830A-632FFA7D0AFC;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_EDDFB1EE-45A0-424F-86C9-A6BB10607A26;42. Der Herr Gevatter;4621;Schippe und Besen;kam, so zankten sich ***Schippe und Besen*** mit einander und schlugen gewaltig;2622;2639;C_EA802505-517A-443E-8806-43FC67E02465;42. Der Herr Gevatter Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_48938DE9-5930-491F-AB9B-EE335B4B8836;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_EDDFB1EE-45A0-424F-86C9-A6BB10607A26;42. Der Herr Gevatter;4621;Schippe und Besen;der ersten Treppe zankten sich ***Schippe und Besen***, und schmissen [217;1642;1659;C_EA802505-517A-443E-8806-43FC67E02465;42. Der Herr Gevatter Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_4FF53A75-1E40-44AE-9787-807A5EC305A9;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_CAF3DC4D-C6FF-45E3-AE49-49C405D7C326;88. Das singende springende Löweneckerchen;13850;dem Mond;.“ Da dankte sie ***dem Mond***, und gieng weiter,;6974;6982;C_1C3508DA-BDEB-41A3-AE33-6152EA838876;88. Das singende springende Löweneckerchen Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_C09CAA5C-BB16-4C47-ABB3-B1F8D9222C13;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;sichs;, aber der Junge ließ ***sichs*** nicht gefallen, schob ihn;14229;14234;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_B1ABE664-43C9-48A2-BF9C-F59D5630C7B3;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_21195D6D-989E-4FB4-8192-48EF03511F64;89. Die Gänsemagd;12943;den alten König;waren, gieng Kürdchen vor ***den alten König*** und sagte „mit dem;7701;7716;C_3024F9C9-1496-4D6C-893C-279A180A4035;89. Die Gänsemagd Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_12760188-A363-43BA-913E-2C3BCA2E6599;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_21195D6D-989E-4FB4-8192-48EF03511F64;89. Die Gänsemagd;12943;die Gänse;hinaus, und sie trieben ***die Gänse*** aufs Feld. Und wenn;6121;6130;C_3024F9C9-1496-4D6C-893C-279A180A4035;89. Die Gänsemagd Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_FCE05E0D-0851-4DC8-9F42-4493F356B246;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_21195D6D-989E-4FB4-8192-48EF03511F64;89. Die Gänsemagd;12943;die Gänse;"; und so hüteten sie ***die Gänse*** bis daß es Abend ward";6783;6792;C_3024F9C9-1496-4D6C-893C-279A180A4035;89. Die Gänsemagd Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_5446AA3F-6580-4B9A-8922-87D6D8EB4769;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_21195D6D-989E-4FB4-8192-48EF03511F64;89. Die Gänsemagd;12943;die Gänse;kleinen Jungen, der hütet ***die Gänse***, dem mag sie helfen;4698;4707;C_3024F9C9-1496-4D6C-893C-279A180A4035;89. Die Gänsemagd Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_A0698464-D255-436A-81DD-C796E9A288EA;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_21195D6D-989E-4FB4-8192-48EF03511F64;89. Die Gänsemagd;12943;die Gänse;"; und so hüteten sie ***die Gänse*** bis es Abend ward.";7606;7615;C_3024F9C9-1496-4D6C-893C-279A180A4035;89. Die Gänsemagd Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_74B1D4B7-0C22-4753-9816-C37D776BC8FC;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_1DED4DBA-063E-4194-9088-63171F0C6A00;6. Der treue Johannes;17791;seine Jungfrau;, daß er nimmer mehr ***seine Jungfrau*** wieder sieht.“ Sprach;9575;9589;C_4679AAC4-774D-4117-AAB8-879C48CDDDD8;6. Der treue Johannes Belebte Entitäten A2;/belebte_entität;;"#4A61FF";CATMA_90355413-82FC-4D82-9A24-B1EC7E86210B;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_92D471F2-9B5E-4AFF-A7F6-5B52E8030DDB;36. Tischchen deck dich, Goldesel, und Knüppel aus dem Sack;21866;der arme Geselle;nicht versteht. Da merkte ***der arme Geselle*** daß ihm das Tischchen vertauscht;9220;9236;C_E71CCCCE-4D56-4B13-BFBD-60F275D0A34E;36. Tischchen deck dich, Goldesel, und Knüppel aus dem Sack Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_41FA71C4-A807-47A8-BE32-41E256921E17;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;der Vater;sie „mit dem wird ***der Vater*** noch seine Last haben!;292;301;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_62B94092-3751-426B-9445-664A0E98DB9F;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;der Vater;„Ach,“ sprach ***der Vater***, „mit dir erleb;4839;4848;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_5660846E-8253-4944-B090-EDE085F1ABAB;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;der Vater;ausrichten: hieß ihn aber ***der Vater*** noch spät oder gar in;412;421;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_9CF9275D-2A48-49A6-9539-132884321435;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;der Vater;Haus, da klagte ihm ***der Vater*** seine Noth und erzählte wie;1826;1835;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_9926CD82-28EC-4D93-BA36-A193D2D83503;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;der Vater;Nun geschah es, daß ***der Vater*** einmal zu ihm sprach „;1049;1058;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_7DEBFE55-2EBD-4E5A-8B45-43BC9C8605C6;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_AABF9454-07CA-4CC5-B103-754A0A7665DE;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857);19551;der Vater;du willst,“ sprach ***der Vater***, „mir ist alles;5121;5130;C_F74DE7D6-3364-433B-8257-484CFFE9CC1C;4. Mährchen von einem, der auszog das Fürchten zu lernen (1857) Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_705E9955-62EC-4830-9E17-A2784FFCA9E5;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_92D471F2-9B5E-4AFF-A7F6-5B52E8030DDB;36. Tischchen deck dich, Goldesel, und Knüppel aus dem Sack;21866;der Vater;„Was!“ rief ***der Vater***, „einen Knüppel!;17392;17401;C_E71CCCCE-4D56-4B13-BFBD-60F275D0A34E;36. Tischchen deck dich, Goldesel, und Knüppel aus dem Sack Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_01A62C67-E97E-45D0-B7A1-FDABE4922BF5;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_92D471F2-9B5E-4AFF-A7F6-5B52E8030DDB;36. Tischchen deck dich, Goldesel, und Knüppel aus dem Sack;21866;der Vater;hier genug,“ sagte ***der Vater***, „da wäre [;12682;12691;C_E71CCCCE-4D56-4B13-BFBD-60F275D0A34E;36. Tischchen deck dich, Goldesel, und Knüppel aus dem Sack Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_4D128F20-FA27-412C-8F64-9798E8694291;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_92D471F2-9B5E-4AFF-A7F6-5B52E8030DDB;36. Tischchen deck dich, Goldesel, und Knüppel aus dem Sack;21866;der Vater;kunstreiches Handwerk,“ sagte ***der Vater***, „was hast du;17234;17243;C_E71CCCCE-4D56-4B13-BFBD-60F275D0A34E;36. Tischchen deck dich, Goldesel, und Knüppel aus dem Sack Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_586F3AB1-CCD2-437B-9A1F-7787271BFFD3;;;
"tag=""belebte_entität""@2024-11-11T14:12:57.235";D_1DED4DBA-063E-4194-9088-63171F0C6A00;6. Der treue Johannes;17791;dich;bist: aber daß ich ***dich*** mit List entführt habe,;8500;8504;C_23F450AF-50F0-4BBC-ABE2-CC0ABE3960A5;6. Der treue Johannes Belebte Entitäten;/belebte_entität;;"#4A61FF";CATMA_8316A9DB-E48E-458C-8DBA-652F45DCA93E;;;
